name,surname,level
Rachel,Edwards,expert
Brent,Foster,expert
Manuel,Anderson,expert
Kristen,Lopez,intermediate
Debra,Parsons,intermediate
George,Hall,expert
Andrew,Meyer,expert
Michael,Sanchez,expert
Sonya,Hill,intermediate
Lori,Evans,beginner
Breanna,Lee,intermediate
Angela,Reyes,beginner
Megan,Lopez,intermediate
Donna,Tate,expert
Susan,Brooks,expert
Zoe,Randolph,beginner
Brian,Gonzalez,intermediate
Shannon,Watson,beginner
Mario,Webb,expert
Brenda,Parker,beginner
Eric,Farley,intermediate
Theresa,Williams,expert
Patricia,Williams,beginner
Ashley,Christensen,beginner
John,Wright,expert
Monica,Diaz,intermediate
Javier,Green,expert
Phillip,Roth,expert
Daniel,White,expert
Anthony,Alvarez,intermediate
Sarah,Barton,intermediate
Christina,Cantu,expert
Sharon,Price,intermediate
Kenneth,Herman,intermediate
Tracy,Mahoney,beginner
Jessica,Williams,expert
Louis,Grant,expert
Lisa,Johnson,beginner
Henry,Evans,beginner
Paula,Coffey,beginner
Lisa,Yu,beginner
Kelli,Fletcher,expert
Ricardo,Kelly,expert
Michael,Washington,expert
Derek,Parker,intermediate
James,Phillips,intermediate
Samantha,Morales,intermediate
Kimberly,Smith,intermediate
Amanda,Hernandez,beginner
Jennifer,Jackson,intermediate
Kenneth,Bell,expert
Paul,Edwards,intermediate
Gary,Miller,beginner
Albert,Russell,intermediate
Sierra,Lopez,intermediate
Thomas,Reynolds,intermediate
Yolanda,Shepherd,intermediate
Tonya,Garza,expert
Beverly,Sosa,expert
Ronald,Davis,expert
Patrick,Schmidt,expert
Lucas,Grant,expert
Tracy,Williams,intermediate
Chelsea,Hess,beginner
Timothy,Martinez,expert
Margaret,Nielsen,intermediate
Emily,Hensley,intermediate
Sophia,Anderson,intermediate
Jo,Thomas,expert
David,Moore,expert
Carl,Gillespie,beginner
Jane,Sullivan,intermediate
Amy,Johnson,intermediate
Jacqueline,Sanders,intermediate
Jennifer,Campbell,expert
Teresa,English,expert
William,Walters,intermediate
Jennifer,Quinn,expert
Eric,Acosta,expert
Olivia,Murphy,intermediate
Jacob,Wallace,expert
Aaron,Murphy,intermediate
Maria,Bauer,beginner
Zachary,Mccarty,intermediate
Preston,Sheppard,expert
Julia,Flynn,beginner
Heather,Mathews,beginner
Natalie,Hebert,beginner
Cynthia,Mack,intermediate
Jasmine,Kerr,intermediate
Melissa,Hall,intermediate
Jonathon,Brown,expert
Randy,Cooper,expert
Andre,Anderson,intermediate
Brian,Fisher,beginner
Willie,Brown,beginner
Troy,Frederick,beginner
Connor,Hardy,expert
Elizabeth,Barnett,beginner
Alyssa,Harrison,expert
Jesus,Munoz,expert
Angela,Rivera,beginner
Robert,Cummings,intermediate
Angela,Blackburn,beginner
Kenneth,Graves,intermediate
Rebecca,Palmer,expert
Lauren,Parker,beginner
Joanna,Vaughan,beginner
Devin,Hall,beginner
Briana,Harper,expert
Penny,Wells,expert
John,Dixon,beginner
Barbara,Lee,intermediate
Randall,Ward,intermediate
Jose,Clark,beginner
James,Miller,beginner
Heather,Walker,beginner
Phyllis,Miller,intermediate
Sandra,Daniel,expert
Laura,Robinson,intermediate
Brian,Myers,expert
Shaun,Stewart,beginner
Christopher,Wright,intermediate
Samantha,Evans,expert
Julia,Reese,beginner
Toni,Mcgrath,beginner
Laura,Maxwell,expert
Stephen,Mitchell,beginner
Gabriel,Rubio,expert
Danielle,Lozano,intermediate
Jeffrey,Oconnor,expert
Laura,Goodwin,beginner
Cristina,Lopez,intermediate
Molly,Brown,intermediate
Alexis,Hernandez,intermediate
Heather,Johnson,intermediate
Bob,Solomon,intermediate
Angela,Phillips,expert
Joel,Bautista,beginner
Brendan,Nichols,expert
Matthew,Fernandez,intermediate
Frank,Johnson,beginner
James,Rose,intermediate
Sally,Stevens,expert
Jason,Thomas,beginner
Ashley,Lopez,intermediate
Nicole,Mcdonald,expert
Monica,Williams,expert
Howard,Braun,expert
Jennifer,Hull,expert
Roger,Jones,intermediate
Seth,Hamilton,intermediate
Chase,Matthews,intermediate
Samuel,Owens,intermediate
Monica,Nicholson,intermediate
Jane,Jones,intermediate
Kyle,Thomas,intermediate
Gabriel,Hall,beginner
Amy,Hill,beginner
Lawrence,Salinas,expert
Kimberly,Robinson,beginner
Drew,Gardner,expert
Kathy,Garcia,intermediate
Krystal,Cook,expert
Ryan,Martinez,intermediate
Jessica,Ryan,intermediate
Heather,Mata,expert
Morgan,Mcgrath,intermediate
Matthew,Nguyen,intermediate
Rhonda,Lewis,beginner
Eric,Pearson,intermediate
Michael,Conley,beginner
Nicole,Russell,expert
Dan,Kennedy,expert
Edward,Ramirez,expert
Rebecca,Davis,beginner
Jennifer,Gregory,expert
Christian,Fitzpatrick,intermediate
Micheal,Johnston,beginner
Kristin,Reyes,expert
Sabrina,Neal,expert
Margaret,Green,intermediate
Seth,Harris,expert
Michael,Mcguire,expert
Maria,Collins,intermediate
Rebecca,Jones,expert
Nicole,Taylor,expert
Lindsay,Nelson,intermediate
Anthony,Flores,intermediate
Steven,Walker,intermediate
Jennifer,Morris,expert
Hector,Turner,beginner
Sandra,Edwards,expert
Jennifer,Costa,intermediate
Randall,Mckinney,intermediate
Stephanie,Thomas,expert
Kyle,Davis,beginner
Lawrence,Bowman,expert
Lisa,Strong,intermediate
Chris,Leon,expert
Richard,Torres,expert
Terri,Shannon,expert
Samantha,Jennings,expert
Donna,Hanson,intermediate
Melissa,Wade,intermediate
Jackie,Martin,expert
Jon,Elliott,intermediate
Jessica,Hill,beginner
Rebecca,Lewis,expert
Stephen,Wall,expert
Monica,Huynh,beginner
Michelle,Daniels,beginner
Monica,Terry,intermediate
David,Powell,intermediate
Frederick,Butler,expert
Christine,Ferguson,expert
Jennifer,Hines,intermediate
Julian,Smith,expert
Alexandra,Rogers,intermediate
Sarah,Smith,beginner
Tyler,Garcia,beginner
Brenda,Miller,beginner
Jessica,Avery,intermediate
Andrew,Richard,expert
James,Conner,beginner
Brenda,Graham,beginner
Samuel,Gonzalez,expert
Tina,Santos,intermediate
Deanna,Bennett,intermediate
Ashlee,Gay,intermediate
Michael,Mcdonald,beginner
Tyler,Ramirez,beginner
Kristie,Bailey,intermediate
Lauren,Bowen,beginner
Gary,Henry,expert
Debra,Hogan,expert
Sara,Johns,beginner
Hannah,Osborne,expert
Scott,Flores,beginner
Andrew,Ellis,beginner
Heather,Simpson,intermediate
Mark,Martin,beginner
Misty,Swanson,expert
Reginald,Walker,beginner
Laurie,Pena,expert
Julia,Moore,intermediate
Daniel,Durham,intermediate
Kim,Miller,beginner
Michael,Krause,beginner
Andrew,Cooper,expert
Megan,Davies,intermediate
Richard,Carney,expert
Jimmy,Barnes,beginner
Nicole,Smith,intermediate
Jason,Schwartz,intermediate
Anna,Macdonald,beginner
Taylor,Collins,intermediate
William,Montgomery,expert
Steven,Lopez,beginner
Jonathan,Weaver,beginner
Jason,Henderson,intermediate
Alexandra,Reed,beginner
Ashley,Leon,beginner
Robert,Snyder,beginner
Robert,Thompson,intermediate
Craig,Chen,beginner
Monica,Miller,expert
Brian,Jackson,intermediate
Thomas,Townsend,intermediate
Kimberly,Floyd,expert
Andrea,Patterson,intermediate
John,Reid,intermediate
Diane,Townsend,intermediate
Jon,Sanchez,intermediate
Cynthia,Martinez,beginner
Monica,Gonzalez,intermediate
Anita,Garcia,beginner
Jacob,Hodges,intermediate
John,Velez,beginner
Daisy,Long,expert
Vincent,Brown,expert
Juan,Elliott,beginner
James,Snyder,expert
Brittney,Fisher,intermediate
Theresa,Foster,expert
Christina,Francis,expert
Alexis,Cook,expert
Brian,Vargas,intermediate
Jennifer,Yates,beginner
Jeremiah,Berry,beginner
Lisa,Hale,intermediate
Jessica,Scott,intermediate
Jared,Cruz,expert
Morgan,Davis,intermediate
Charles,Moyer,intermediate
Rachel,Cruz,beginner
Dustin,Foley,expert
Brianna,Singleton,beginner
April,Lucero,expert
Margaret,Phillips,beginner
Andrea,Nelson,intermediate
John,Cole,intermediate
John,Johnson,beginner
Billy,Larsen,expert
Ashley,Gordon,beginner
Angela,Robinson,beginner
Christopher,Newton,intermediate
Katie,Baker,beginner
Shelia,Martinez,beginner
Anthony,Hinton,expert
Alison,Sanders,expert
Erik,Schultz,intermediate
Kristie,Farmer,expert
Jennifer,Young,expert
Eric,Jones,expert
Joseph,Gonzalez,intermediate
Leah,Bullock,beginner
Tony,Ramos,beginner
Philip,Johnson,expert
John,Wells,expert
William,Pittman,beginner
Julie,Harris,expert
Robert,Lewis,expert
David,Baker,beginner
Jorge,Perry,expert
Timothy,Fitzgerald,beginner
Amanda,Smith,beginner
Tyler,Villarreal,intermediate
Crystal,Adams,beginner
Casey,Scott,beginner
Katrina,Ho,intermediate
Melinda,Escobar,beginner
Daniel,Murphy,expert
Jeffrey,Rodriguez,intermediate
Mario,Potter,intermediate
Jennifer,Barnett,beginner
Matthew,Watkins,intermediate
Steven,Hernandez,intermediate
Kyle,Mcclure,expert
Alexander,Fox,expert
Kimberly,Sellers,beginner
Eddie,Schwartz,intermediate
Amy,Carpenter,intermediate
Christina,Simon,beginner
Mark,Lloyd,intermediate
David,Miller,beginner
Matthew,Jordan,intermediate
Margaret,Smith,beginner
Patricia,Anderson,intermediate
Stephanie,Reyes,expert
Tracy,Sanchez,beginner
Kevin,Smith,beginner
William,Mitchell,beginner
Jeremy,Dominguez,intermediate
Mark,Cummings,beginner
Joshua,Lawrence,expert
Curtis,Odonnell,intermediate
Catherine,Hill,expert
Kayla,Kelly,intermediate
Joseph,Fuentes,beginner
Travis,Ross,beginner
Kimberly,Brown,beginner
Kristin,Thornton,expert
Rebecca,Hines,expert
Jane,Baird,expert
Emily,Harris,beginner
Bryan,Reyes,beginner
Alicia,Collier,beginner
Kristin,Hill,beginner
Sandra,Watson,intermediate
Taylor,Thompson,beginner
Ashley,Morgan,beginner
Karen,Beasley,intermediate
Chris,Evans,beginner
Jason,Roberts,beginner
Roger,Pennington,beginner
Terri,Vega,intermediate
Laura,Lane,intermediate
Daniel,Chandler,intermediate
Michelle,Jarvis,expert
Ariel,Mills,expert
Regina,Chaney,beginner
Donna,Miles,intermediate
Joseph,Romero,expert
Maria,Hoffman,expert
Matthew,Gaines,intermediate
Seth,Terrell,expert
Damon,Kramer,intermediate
Timothy,Ashley,intermediate
Tonya,Ramsey,intermediate
Cynthia,Lambert,expert
Zachary,Castillo,expert
Gregory,Chang,expert
Caleb,Thompson,beginner
Shannon,Bryant,beginner
Colleen,Roberson,expert
Christina,Hutchinson,intermediate
Jeremy,Edwards,expert
Randall,Rodriguez,intermediate
Mark,Taylor,intermediate
Susan,Taylor,intermediate
Sean,Miller,beginner
Joseph,Gordon,intermediate
Christopher,Malone,expert
Wayne,Gomez,expert
Bradley,Rivera,expert
Edwin,Martinez,expert
Steven,Simmons,expert
David,Gonzalez,beginner
Kyle,Sanchez,expert
Andrew,Cooper,expert
Jamie,Robertson,intermediate
Pamela,Phelps,intermediate
Troy,Thomas,expert
Jenna,Morales,intermediate
Laura,Reid,expert
Paul,Cooper,expert
Joseph,Sheppard,beginner
Michael,White,expert
Roy,Parker,beginner
Maria,Johnson,beginner
Nicholas,Atkinson,beginner
Tiffany,Morrow,expert
Veronica,Henry,intermediate
Timothy,Rice,expert
Daniel,Lawrence,beginner
Raymond,Anderson,expert
Linda,Hanna,expert
Samuel,Robinson,expert
Mackenzie,Baker,intermediate
Anna,Booth,beginner
Melanie,Anderson,expert
Kathy,Watkins,expert
Jason,Torres,intermediate
Bobby,Lynn,beginner
Kevin,Ortiz,intermediate
Frank,Pearson,expert
Amber,Oconnor,beginner
Ashley,Guerrero,beginner
Emily,Garrett,beginner
Ronald,Wright,intermediate
Jodi,Nguyen,beginner
Jonathan,Warren,beginner
Justin,Fox,intermediate
Christina,Travis,beginner
Ashley,Davis,intermediate
Raymond,Johnson,beginner
Tyler,Wilson,beginner
Thomas,Mcclain,expert
Mark,Velez,intermediate
Heidi,Green,beginner
Clayton,Patterson,beginner
Vincent,Lee,intermediate
Alec,Avila,intermediate
Kevin,Villanueva,beginner
Lisa,Burnett,expert
Brian,Jordan,beginner
Kevin,Bowen,beginner
Gregory,Arnold,intermediate
Edwin,Cunningham,beginner
Joel,Saunders,intermediate
Jillian,Roberts,beginner
Donald,Dickson,intermediate
Tabitha,Sawyer,intermediate
Bethany,Flynn,beginner
James,Mendoza,intermediate
Stacy,Wade,expert
Carlos,Anderson,expert
Daniel,Clarke,intermediate
Gina,Morgan,intermediate
Brian,Little,beginner
Tracy,Sherman,expert
Lee,Hall,beginner
Shelly,Powers,beginner
Cody,Erickson,expert
Clifford,Brown,expert
Annette,Meyer,intermediate
Ashley,Pennington,expert
Benjamin,Carroll,beginner
Sean,Black,expert
Crystal,Bell,intermediate
Dustin,Pollard,beginner
Ann,Mejia,intermediate
Janet,Knox,beginner
Katie,Elliott,beginner
Mark,White,beginner
Kimberly,Vasquez,intermediate
Cheyenne,Clark,beginner
Colleen,Rivera,intermediate
Richard,Webb,expert
Brooke,Gonzales,beginner
Lisa,Young,intermediate
Heidi,Long,expert
Hailey,Chambers,beginner
Mary,Pruitt,beginner
Chris,Miller,intermediate
Sandra,Stewart,beginner
Jacob,Pierce,intermediate
Shannon,Austin,intermediate
Cindy,Nunez,beginner
Jade,Anthony,expert
Ricky,Padilla,intermediate
Michelle,Brown,expert
Jimmy,Williams,beginner
Stephanie,Pierce,intermediate
Kenneth,Johnson,intermediate
Vanessa,Brown,expert
Amanda,Douglas,beginner
Danny,Spencer,beginner
Jeremiah,Berry,expert
Lindsay,Carlson,beginner
Christina,Berry,expert
Shirley,Bradley,expert
John,Robles,beginner
Billy,Stone,expert
Lori,Schmidt,intermediate
Julia,Anderson,expert
Amanda,Brooks,expert
Logan,Campbell,beginner
Amanda,Johnson,beginner
Carrie,Peterson,beginner
Aimee,Chambers,beginner
Kayla,Martinez,expert
Kevin,Fletcher,expert
Peggy,Bryant,intermediate
Nicholas,Hernandez,expert
Richard,Sparks,beginner
Angela,Chandler,beginner
Daniel,Hanson,beginner
Douglas,Santiago,expert
Vicki,Hansen,intermediate
Albert,Larsen,intermediate
Michael,Wiggins,beginner
Kimberly,Lewis,expert
Ebony,Wood,intermediate
Mary,Martinez,beginner
Karen,Woodward,expert
Cory,Newton,intermediate
Emily,Brown,beginner
Michael,Vargas,beginner
Alexandra,Fisher,beginner
Michael,Glenn,beginner
Jennifer,Jackson,beginner
Susan,Hall,intermediate
Lisa,Brown,expert
Sherry,Williams,expert
Jon,Clark,expert
Katelyn,Warren,beginner
Barry,Peck,intermediate
Natalie,Wallace,beginner
Ashley,Martinez,intermediate
Michelle,Hart,beginner
Cynthia,Reyes,beginner
Roger,Mitchell,intermediate
Beth,Adams,intermediate
Lynn,Brown,beginner
Cynthia,Johnson,beginner
Lauren,Brown,expert
Brandon,Pitts,expert
Joseph,Johnson,beginner
Erica,Cole,beginner
Monica,Medina,beginner
Michael,Butler,intermediate
David,Saunders,intermediate
Jennifer,Stevens,expert
Kevin,Harris,beginner
Jennifer,Yu,expert
Lauren,Vargas,expert
Nicole,Watson,beginner
Shelly,Rivera,expert
Jennifer,Griffin,expert
Cynthia,Aguilar,beginner
Kathleen,Evans,beginner
Douglas,Williams,expert
Angela,Johnson,intermediate
Katherine,Myers,intermediate
Matthew,Randolph,expert
Matthew,Brown,beginner
Kimberly,Carroll,expert
Kelly,Lopez,intermediate
Ruben,Smith,expert
Kathryn,Perry,expert
Danielle,Young,expert
Jennifer,Moran,beginner
Blake,Little,expert
Brandon,Ross,intermediate
Stacey,Lucas,expert
Rachel,Rodgers,expert
Russell,Morton,beginner
Patrick,Long,beginner
Nicolas,Vega,expert
Ellen,Hill,beginner
Heather,Valenzuela,intermediate
Amy,Williams,beginner
David,Short,expert
Deanna,Stephenson,beginner
Christine,Fowler,expert
Daniel,Lee,expert
Lisa,Martinez,beginner
Ashley,Turner,intermediate
Kyle,Garcia,beginner
Keith,Hodges,intermediate
Amy,Hall,beginner
Karen,Osborn,beginner
Carla,Potter,intermediate
Andrew,Martinez,expert
Kurt,Garza,beginner
Johnny,Parks,expert
Brooke,Rivera,beginner
Jeffrey,Lamb,expert
Jessica,Thompson,expert
Robert,Hughes,expert
Lisa,Richardson,expert
Mark,Gonzales,intermediate
Damon,Christian,beginner
Michele,Williams,beginner
Paul,Dixon,expert
Amy,Lewis,intermediate
Brittany,Hoffman,expert
Kristina,Lopez,expert
Morgan,Meadows,intermediate
Nicholas,Willis,beginner
Alexander,Rodriguez,beginner
Kelsey,Everett,intermediate
Jason,White,expert
Chelsea,Cruz,beginner
Jason,Greene,beginner
Michael,Medina,expert
Veronica,Deleon,beginner
Katherine,Werner,intermediate
Keith,Olson,beginner
Nathan,Mcdonald,beginner
Daniel,Alexander,beginner
Joshua,Fitzgerald,expert
Kevin,Shields,intermediate
Todd,Bishop,expert
Joanne,Lamb,intermediate
Joseph,Kramer,intermediate
Lisa,King,expert
Peter,Robertson,intermediate
Daniel,Ellis,intermediate
Cindy,Gillespie,beginner
Christopher,Mcdaniel,intermediate
Virginia,Scott,beginner
Jeffery,Hays,beginner
Marcus,Reynolds,intermediate
Troy,Ward,intermediate
Justin,Elliott,beginner
Javier,Lopez,expert
Thomas,Burton,beginner
Christopher,Jensen,beginner
Laura,Tate,intermediate
Thomas,Small,beginner
Marisa,Wells,intermediate
Keith,Smith,beginner
Marco,Moore,beginner
Angela,Ward,intermediate
Sean,Johnson,intermediate
Carlos,Green,beginner
Erin,Cox,expert
Michael,Li,expert
Gregory,Black,beginner
Marcus,Yates,intermediate
Judith,Pham,intermediate
Melissa,Holt,beginner
Karen,Long,intermediate
Ryan,Roberson,beginner
Richard,Allen,expert
Cassandra,Lopez,beginner
James,Wright,expert
Zachary,Vasquez,beginner
Shannon,Carter,beginner
Ashley,Harrison,intermediate
Renee,Velazquez,expert
Chad,Shelton,intermediate
Hunter,Smith,expert
Jonathon,Horton,intermediate
Austin,Frazier,beginner
Johnny,Hanna,expert
Jeffrey,Martin,intermediate
Stephanie,Friedman,beginner
Janet,Garcia,intermediate
Jessica,Bryant,beginner
Stephanie,Bautista,expert
Katie,White,intermediate
Terri,Stewart,beginner
Elizabeth,Woods,beginner
Frederick,Miller,intermediate
Heather,Anderson,expert
Amanda,Reynolds,beginner
Rachel,Church,intermediate
Olivia,Diaz,expert
Marcus,White,intermediate
Jane,Drake,intermediate
Jesse,Diaz,intermediate
Eric,Thomas,beginner
Reginald,Brown,beginner
Jonathan,Rosales,expert
James,Wilson,expert
Chad,Mora,expert
Sean,Smith,intermediate
Joseph,Day,beginner
Denise,Peterson,beginner
Stephanie,Rodriguez,intermediate
Ray,Adams,expert
Michelle,Beck,intermediate
Karen,Burch,intermediate
Melissa,Castro,expert
Michael,Davila,intermediate
Tiffany,Davis,beginner
Thomas,Barron,intermediate
Shannon,Peterson,intermediate
Jennifer,Burch,expert
Andrew,Collins,expert
Martin,Cole,intermediate
Jeremy,Short,expert
Adam,Ho,intermediate
John,Gutierrez,beginner
Katherine,Wells,expert
Bobby,Ramsey,intermediate
April,Payne,expert
Richard,Cohen,expert
Andrew,Austin,intermediate
Kenneth,Lewis,intermediate
Sara,Aguilar,expert
Nicholas,Gay,beginner
Jacob,Watson,beginner
Ashley,Gomez,expert
Matthew,Ortega,intermediate
Brianna,Schultz,expert
Katherine,Crosby,expert
Brandon,Smith,expert
Barbara,Williams,beginner
Benjamin,Wood,beginner
Robert,Chavez,intermediate
Tyler,Obrien,beginner
Carmen,Atkinson,beginner
David,Anderson,beginner
David,Hernandez,beginner
Adrienne,Walton,beginner
Jennifer,Martin,beginner
Kendra,Garza,intermediate
Lawrence,Robinson,intermediate
Glenn,Alexander,expert
Shannon,Waters,expert
John,Clark,beginner
Diana,Ray,beginner
Linda,Eaton,beginner
Julie,Pope,intermediate
Janice,Obrien,beginner
Michael,Andersen,intermediate
Anna,Barber,intermediate
John,Leblanc,expert
Susan,Randall,beginner
Jimmy,Campbell,beginner
Linda,Johnson,intermediate
Allison,Shelton,expert
Sean,Bauer,intermediate
Amy,Johnson,expert
Jacob,Tucker,beginner
Anna,Smith,intermediate
Jeffery,Carlson,expert
Rose,Espinoza,beginner
